total,208
00,0
01,0
02,0
03,0
04,0
05,0
06,0
07,0
08,0
09,0
10,0
11,0
12,0
13,25
14,58
15,7
16,69
17,14
18,35
19,0
20,0
21,0
22,0
23,0
